"grp","val"
"G1",5.43952435344779
"G1",5.76982251051672
"G1",7.55870831414912
"G1",6.07050839142458
"G1",6.12928773516095
"G1",7.71506498688328
"G1",6.4609162059892
"G1",4.73493876539347
"G1",5.31314714810647
"G1",5.55433802990004
"G1",7.22408179743946
"G1",6.35981382705736
"G1",6.40077145059405
"G1",6.11068271594512
"G1",5.44415886524593
"G1",7.78691313680308
"G1",6.49785047822924
"G1",4.03338284337036
"G1",6.70135590156369
"G1",5.52720859227207
"G1",4.93217629401316
"G1",5.78202508534171
"G1",4.97399555169276
"G1",5.27110877070886
"G1",5.37496073215074
"G1",4.31330668925759
"G1",6.83778704449453
"G2",6.15337311783651
"G2",4.86186306298805
"G2",7.25381492106993
"G2",6.42646422147681
"G2",5.70492851700773
"G2",6.89512566104502
"G2",6.87813348753304
"G2",6.82158108163749
"G2",6.68864025410009
"G2",6.55391765353759
"G2",5.93808828942328
"G2",5.69403733626008
"G2",5.61952899898762
"G2",5.30529302107949
"G2",5.7920827219804
"G2",4.73460364843174
"G2",8.16895596533851
"G2",7.20796199830499
"G2",4.87689141679665
"G2",5.59711516470092
"G2",5.53334464637678
"G2",6.77996511833632
"G2",5.91663093352817
"G2",6.25331851399475
"G3",2.9714532446513
"G3",2.95712954270868
"G3",4.36860228401446
"G3",2.77422901434073
"G3",4.51647060442954
"G3",1.45124719576978
"G3",3.58461374963607
"G3",3.12385424384461
"G3",3.21594156874397
"G3",3.37963948275988
"G3",2.4976765468907
"G3",2.66679261633058
"G3",1.98142461689291
"G3",1.92820877352442
"G3",3.30352864140426
"G3",3.44820977862943
"G4",5.0530042267305
"G4",5.92226746787974
"G4",7.05008468562714
"G4",4.50896883394346
"G4",2.69083112435919
"G4",6.00573852446226
"G4",4.29079923741761
"G4",4.31199138353264
"G4",6.0255713696967
"G4",4.71522699294899
"G4",3.77928228774546
"G4",5.18130347974915
"G4",4.86110863756096
"G4",5.00576418589989
"G4",5.38528040112633
"G4",4.62933996820759
"G4",5.64437654851883
"G4",4.77951343818125
"G4",5.3317819639157
"G4",6.09683901314935
"G4",5.4351814908338
"G4",4.67406841446877
"G4",6.14880761845109
"G4",5.99350385596212
"G4",5.54839695950807
"G4",5.23873173511144
"G4",4.37209392396063
"G4",6.36065244853001
"G4",4.39974041285287
"G4",7.18733299301658
"G5",3.53261062618519
"G5",1.76429964089952
"G5",0.973579099693219
"G5",1.2895934363007
"G5",2.25688370915653
"G5",1.75330812153763
"G5",1.65245740060227
"G5",1.04838143273498
"G5",1.95497227519108
"G5",1.21509553054292
"G5",0.332058063411863
"G6",3.61977347971224
"G6",4.91899660906077
"G6",3.42465303739161
"G6",4.60796432222503
"G6",2.38211729171084
"G6",3.94443803447546
"G6",4.51940720394346
"G6",4.30115336216671
"G6",4.10567619414894
"G6",3.35929399169462
"G6",3.15029565396642
"G6",2.97587120939509
"G6",4.11764659710013
"G6",3.0525253858152
"G6",3.50944255629933
"G6",3.74390780780175
"G6",5.84386200523221
"G6",3.34805009830454
"G6",4.23538657228486
"G6",4.07796084956371
