"grp","val"
"G1",9.51816153844648
"G1",9.1064319945491
"G1",12.8399685503805
"G1",8.81554496493065
"G1",10.0007309691171
"G1",10.4063945144826
"G1",9.33350557307212
"G1",10.4010050885433
"G1",9.66915848410607
"G1",10.724723534989
"G1",9.25293076560466
"G1",9.89265040251451
"G1",10.1903351174602
"G1",10.212103779227
"G1",9.20232239665155
"G1",12.202670564336
"G1",9.71355662162772
"G1",9.95501422157326
"G1",10.1125699801266
"G1",13.9365416192395
"G1",9.31896686750856
"G1",10.1400657252276
"G1",9.98891467068968
"G1",10.5098318077974
"G1",10.0784491790279
"G1",9.24568389330405
"G1",9.60437117347094
"G2",3.82884860783815
"G2",3.93153155967593
"G2",3.29680104553699
"G2",1.63978329859674
"G2",3.92363415658474
"G2",2.42411051690578
"G2",5.28842976503074
"G2",5.0315896961838
"G2",8.5602808278054
"G2",3.73057027161121
"G2",4.7177101932466
"G2",1.66024945303798
"G2",7.88085476867855
"G2",4.16528511978686
"G2",6.8871948029846
"G2",2.37394724786282
"G2",4.6380930505693
"G2",7.16163807548583
"G2",1.50119998678565
"G2",7.52065196074545
"G2",3.40914019569755
"G2",3.91736822389066
"G2",3.49690233543515
"G2",1.29895971901715
"G3",1.53389910430095
"G3",2.84200845221963
"G3",4.43600448724882
"G3",3.19305684477461
"G3",1.41028034502691
"G3",2.05532120737039
"G3",2.39880583147404
"G3",1.16609307065999
"G3",2.41222507612555
"G3",2.10094968676735
"G3",1.33035248828782
"G3",1.08705573763619
"G3",1.55410511242948
"G3",1.84859131764568
"G3",1.51760006137639
"G3",2.31505464231273
"G4",7.78207624958963
"G4",8.33159650840959
"G4",8.54624530535513
"G4",6.27289088864156
"G4",6.24371493895257
"G4",6.46964698258398
"G4",8.06892720941122
"G4",8.23056201883184
"G4",5.87611635037149
"G4",6.76676884460797
"G4",7.47758393470897
"G4",6.93302990474367
"G4",8.15505179234479
"G4",7.34271970780042
"G4",5.70328327750526
"G4",7.82388033214844
"G5",12.7122908174731
"G5",15.6543258309774
"G5",7.98367713829508
"G5",13.9824608933694
"G5",10.4312628710597
"G5",14.0512365655521
"G5",11.8175341360198
"G5",13.8988821390944
"G5",16.0065528451782
"G5",12.0218702709507
"G5",15.0526759108563
"G6",1.97401466400842
"G6",3.78542341806337
"G6",4.0558197016173
"G6",4.19284646823845
"G6",3.44803809272681
"G6",8.46680323096406
"G6",3.78389901935926
"G6",2.11013682758584
"G6",4.1628296401705
"G6",5.10407732752688
"G6",5.06223003681034
"G6",2.55031863238126
"G6",4.07718480097592
"G6",2.58159803973836
"G6",4.16752226034323
"G6",3.34900390120153
