"grp","val"
"G1",12.2538259109943
"G1",11.8431513563337
"G1",12.6802362235344
"G1",11.9229993519422
"G1",11.9621521620341
"G1",12.0288210456109
"G1",9.74078105511435
"G1",11.9297078551034
"G1",10.7730746059543
"G1",13.4582661767672
"G1",11.9727100926728
"G1",13.3544215765463
"G1",11.6794691327569
"G1",11.1387818880197
"G1",12.0670217165224
"G1",11.9348944543745
"G1",12.1951431517148
"G1",12.026581664408
"G1",12.3331947283573
"G1",11.9712175305894
"G2",11.0058538445737
"G2",9.2352306554094
"G2",8.76456132391468
"G2",11.9484279896133
"G2",8.9013521920424
"G2",9.37677421350963
"G2",7.8965942224022
"G2",8.34727818402462
"G2",5.60243763565086
"G2",4.32402282580733
"G2",11.667218092829
"G2",11.1206914060749
"G2",9.21634750580415
"G2",10.1592067591846
"G2",3.22152316058055
"G2",7.30016373982653
"G2",9.82613583770581
"G2",4.94767142250203
"G2",5.86362906871364
"G2",5.08463206817396
"G3",5.02999648315182
"G3",5.29122255673479
"G3",5.11741667505522
"G3",6.54358770278597
"G3",5.40247605531983
"G3",5.61433199999265
"G3",5.0190545757677
"G3",5.29929496344715
"G3",5.31311974846021
"G3",5.41267960585233
"G3",6.2496944225466
"G3",6.10549854336396
"G3",5.96838512076052
"G3",5.45718007459298
"G3",5.72314795547871
"G3",5.0093800755243
"G3",5.36378768141126
"G3",5.39080164104613
"G3",6.71895116775436
"G3",5.02118552722435
"G4",10.0350751433047
"G4",8.61078369080827
"G4",9.39963176371702
"G4",9.01743529127187
"G4",9.44795409632534
"G4",9.85710557952832
"G4",8.49036003292732
"G4",8.20283175811844
"G4",8.4757009279345
"G4",9.77613101911734
"G4",10.0009930437055
"G4",8.94786413991058
"G4",13.2886409679362
"G4",8.31088213850783
"G4",9.8947775559185
"G4",10.0991656290987
"G4",9.56561901686309
"G4",10.8421866719143
"G4",13.061542509201
"G4",8.95888999918854
"G5",8.19841649883904
"G5",8.52994768843145
"G5",7.14462843281311
"G5",11.2385670696987
"G5",9.98760347546075
"G5",8.62858630861403
"G5",9.44133294472556
"G5",8.43453944943349
"G5",8.44200552053561
"G5",9.25039981374318
"G5",9.36121238234115
"G5",10.1690875361016
"G5",8.46305279412057
"G5",8.7481781738567
"G5",8.19825828952411
"G5",11.3274573393505
"G5",10.6005582362405
"G5",10.1497136477245
"G5",10.4127453907015
"G5",9.02215432941143
"G6",8.09910915958534
"G6",3.72542236623361
"G6",23.9930420810136
"G6",8.09921269874755
"G6",2.13969802699822
"G6",6.72030350504205
"G6",6.68157818737081
"G6",8.16466121348381
"G6",8.59209243173143
"G6",6.95485888362266
"G6",4.47413321576086
"G6",6.80048039701835
"G6",16.4759995216303
"G6",10.3184104451408
"G6",5.17054214705229
"G6",7.51884666585622
"G6",2.70820940692144
"G6",7.93155897647888
"G6",6.8811928044004
"G6",3.9666624199818
